,userName,toeflScore,greV,greQ,greA,termAndYear,ugCollege,cgpa,univName
3564,udaykumarraju,99.0,159.0,157.0,3.5,Fall - 2011,kjsomaiyacollegeofengineering,0.87,University of Minnesota Twin Cities
3565,impink,116.0,640.0,770.0,4.0,Fall - 2011,kjsomaiyacollegeofengineering,0.88,University of Michigan Ann Arbor
3566,sidkano,104.0,149.0,160.0,3.5,Fall - 2013,kkengineeringcollege,0.76,University of Illinois Chicago
3567,sidkano,104.0,149.0,160.0,3.5,Fall - 2013,kccollegemumbaiuniversity,0.76,University of Florida
3568,udaykumarraju,99.0,590.0,800.0,3.5,Fall - 2011,kccollege,0.87,University of Florida
3569,abhiram_ravipati,90.0,155.0,166.0,3.0,Fall - 2012,kkwaghinstnashik,0.0,University of Cincinnati
3570,varunranga25,105.0,155.0,166.0,3.0,Fall - 2012,kkwaghinstnashik,0.84,University of Cincinnati
3571,ani6020,106.0,158.0,161.0,3.5,Fall - 2014,klce,0.8391,Texas A and M University College Station
3572,sravan kumar rudrayagari,102.0,144.0,167.0,3.0,Fall - 2015,ksinstituteoftechnology,0.733,Texas A and M University College Station
3573,varunranga25,105.0,139.0,163.0,3.0,Fall - 2012,ksit,0.84,SUNY Buffalo
3574,udaykumarraju,99.0,157.0,166.0,3.5,Fall - 2011,kakatiyauniversity,0.87,North Carolina State University
3575,sidkano,104.0,149.0,160.0,3.5,Fall - 2013,kakatiyauniversity,0.76,Clemson University
3576,ani6020,106.0,158.0,161.0,3.5,Fall - 2014,kakatiyauniversity,0.8391,Arizona State University
3577,sidkano,104.0,149.0,160.0,3.5,Fall - 2013,kakatiyauniversity,0.76,Arizona State University
3578,vamsy,92.0,450.0,800.0,4.0,Fall - 2012,kakatiyauniversity,0.74,Arizona State University
3579,anupamgoel7,100.0,158.0,166.0,4.5,Fall - 2013,kakatiyauniversity,0.73,University of Texas Dallas
3580,anupamgoel7,100.0,146.0,160.0,4.5,Fall - 2013,kalingainstituteofindustrialtechnology,0.73,Arizona State University
3581,ami123,107.0,148.0,161.0,4.0,Fall - 2013,kalpataruinstituteoftechnology,0.8300000000000001,Syracuse University
3582,dhruvamin,100.0,149.0,162.0,3.0,Fall - 2015,kathmanduuniversity,0.885,New York University
3583,dsetinati,101.0,150.0,160.0,3.5,Fall - 2013,keio,0.0782,Arizona State University
3584,mahek jasani,104.0,153.0,165.0,4.0,Fall - 2013,keio,0.858,University of Texas Dallas
3585,mahek jasani,104.0,153.0,165.0,4.0,Fall - 2013,keralauniversity,0.858,University of Southern California
3586,mahek jasani,104.0,153.0,165.0,4.0,Fall - 2013,keralauniversity,0.858,Arizona State University
3587,MSinCS14,107.0,160.0,157.0,4.0,Fall - 2014,keralauniversity,0.852,University of Southern California
3588,MSinCS14,107.0,160.0,157.0,4.0,Fall - 2014,keralauniversity,0.852,University of California Irvine
3589,MSinCS14,107.0,151.0,158.0,4.0,Fall - 2014,keralauniversity,0.852,Northeastern University
3590,vinigupta,109.0,150.0,163.0,4.0,Fall - 2015,keralauniversity,1.0,University of Southern California
3591,vinigupta,109.0,150.0,163.0,4.0,Fall - 2015,keralauniversity,1.0,SUNY Stony Brook
3592,vinigupta,109.0,150.0,163.0,4.0,Fall - 2015,khonkaenuniversity,1.0,Arizona State University
3593,abhyasinha91,92.0,154.0,163.0,3.0,Fall - 2015,khulnauniversityofengineeringandtechnology,0.77,Arizona State University
3594,dhairyamodi,8.0,162.0,163.0,4.0,Fall - 2014,kiet,0.8190000000000001,University of Texas Dallas
3595,gunjanrawat,7.0,168.0,166.0,3.0,Fall - 2014,kiit,0.8909999999999999,University of Texas Dallas
3596,dhairyamodi,8.0,162.0,163.0,4.0,Fall - 2014,kiit,0.8190000000000001,University of North Carolina Charlotte
3597,dhairyamodi,8.0,162.0,163.0,4.0,Fall - 2014,kiit,0.8190000000000001,University of Maryland College Park
3598,dhairyamodi,8.0,152.0,166.0,4.0,Fall - 2014,kiit,0.8190000000000001,University of Illinois Chicago
3599,dhairyamodi,8.0,162.0,163.0,4.0,Fall - 2014,kiit,0.8190000000000001,University of Arizona
3600,gunjanrawat,7.0,148.0,158.0,3.0,Fall - 2014,kiit,0.8909999999999999,Northeastern University
3601,hariom,88.0,390.0,780.0,3.5,Spring - 2012,kiit,0.8550000000000001,University of Texas Dallas
3602,hariom,88.0,390.0,780.0,3.5,Spring - 2012,kiit,0.8550000000000001,University of North Carolina Charlotte
3603,hariom,88.0,390.0,780.0,3.5,Spring - 2012,kiit,0.8550000000000001,Northeastern University
3604,saikrishna1991,86.0,500.0,750.0,3.0,Fall - 2012,kiit,0.78,University of Illinois Chicago
3605,saikrishna1991,86.0,500.0,750.0,3.0,Fall - 2012,kiit,0.78,Clemson University
3606,anshulshrestha,107.0,154.0,158.0,3.5,Fall - 2014,kiit,0.6759999999999999,University of Texas Dallas
3607,mpsingh,93.0,550.0,750.0,2.5,Spring - 2015,kiit,0.747,University of Texas Dallas
3608,Rachna2802,105.0,163.0,164.0,3.5,Fall - 2015,kiit,0.8809999999999999,University of Texas Dallas
3609,tush220893,100.0,154.0,161.0,3.5,Fall - 2015,kiit,0.8099999999999999,University of Texas Dallas
3610,navneet_reddevil18,93.0,148.0,157.0,3.0,Fall - 2015,kiit,0.087,University of Texas Arlington
3611,Rachna2802,105.0,148.0,157.0,3.5,Fall - 2015,kiit,0.8809999999999999,University of Texas Arlington
3612,gdfrnz,93.0,163.0,164.0,2.5,Fall - 2015,kiit,0.72,University of North Carolina Charlotte
3613,anshulshrestha,107.0,154.0,158.0,3.5,Fall - 2014,kiit,0.6759999999999999,University of Illinois Chicago
3614,iSumant,107.0,152.0,162.0,3.0,Spring - 2015,kiit,0.7944,University of Illinois Chicago
3615,mpsingh,93.0,550.0,750.0,2.5,Spring - 2015,kiit,0.747,University of Florida
3616,gdfrnz,93.0,150.0,159.0,2.5,Fall - 2015,kiit,0.72,Northeastern University
3617,xalanxlp,112.0,156.0,168.0,3.5,Spring - 2016,kiit,0.767,Northeastern University
3618,nishantsharma807,93.0,145.0,163.0,3.0,Spring - 2016,kiit,0.705,New York University
3619,Rachna2802,105.0,168.0,166.0,3.5,Fall - 2015,kiit,0.8809999999999999,New Jersey Institute of Technology
3620,thepenumbra,116.0,800.0,800.0,5.0,Fall - 2011,kiit,0.0,University of Michigan Ann Arbor
3621,thepenumbra,116.0,168.0,166.0,5.0,Fall - 2011,kiit,0.0,Carnegie Mellon University
3622,ara879,116.0,530.0,580.0,3.5,Fall - 2011,kiit,0.99,New York University
3623,integrate51,102.0,144.0,169.0,4.0,Fall - 2013,kiit,0.835,University of Michigan Ann Arbor
3624,integrate51,102.0,144.0,169.0,4.0,Fall - 2013,kiit,0.835,Carnegie Mellon University
3625,ankit050589,94.0,147.0,160.0,3.0,Fall - 2013,kitswarangal,0.784,University of Texas Dallas
3626,ankit050589,94.0,147.0,160.0,3.0,Fall - 2013,kkwieer,0.784,University of Florida
3627,ankit050589,94.0,147.0,160.0,3.0,Fall - 2013,kkwieer,0.784,New Jersey Institute of Technology
3628,puneetnandra89,81.0,146.0,162.0,3.0,Spring - 2013,kluniversity,0.69,Wayne State University
3629,shivank396,113.0,144.0,160.0,3.5,Fall - 2013,kluniversity,0.64,Syracuse University
3630,ansh16,112.0,141.0,166.0,3.5,Fall - 2014,klce,0.705,University of Texas Arlington
3631,ansh16,112.0,158.0,160.0,3.5,Fall - 2014,klce,0.705,University of Cincinnati
3632,ansh16,112.0,155.0,163.0,3.5,Fall - 2014,klce,0.705,SUNY Buffalo
3633,visheshkilewala,101.0,147.0,157.0,2.5,Fall - 2011,klescetbelgaum,0.6613,SUNY Buffalo
3634,visheshkilewala,101.0,147.0,157.0,2.5,Fall - 2011,klescetbelgaum,0.6613,Northeastern University
3635,paati,104.0,147.0,157.0,3.0,Spring - 2013,klescetbelgaum,0.675,Rutgers University New Brunswick/Piscataway
3636,adityar92,116.0,157.0,156.0,3.0,Fall - 2014,kmutnb,0.624,University of Utah
3637,adityar92,116.0,140.0,166.0,3.0,Fall - 2014,kodaikanalinstituteoftechnology,0.624,University of Texas Dallas
3638,ujwal,107.0,140.0,166.0,3.5,Fall - 2011,kodaikanalinstituteoftechnology,0.82,University of Texas Dallas
3639,shashank_joshil,98.0,144.0,161.0,3.5,Fall - 2014,konerulakshmaiahcollegeofengineering,0.7929999999999999,University of Texas Arlington
3640,amol2389,97.0,148.0,152.0,3.5,Fall - 2012,konerulakshmaiahcollegeofengineering,0.0,University of North Carolina Charlotte
3641,vamsikrishna_236,100.0,139.0,164.0,160.0,Spring - 2015,konerulakshmaiahcollegeofengineering,0.7,University of Illinois Urbana-Champaign
3642,adityar92,116.0,157.0,156.0,3.0,Fall - 2014,konerulakshmaiahcollegeofengineering,0.624,University of Illinois Chicago
3643,amol2389,97.0,143.0,166.0,3.5,Fall - 2012,konerulakshmaiahcollegeofengineering,0.0,University of Florida
3644,shashank_joshil,98.0,139.0,164.0,3.5,Fall - 2014,konerulakshmaiahcollegeofengineering,0.7929999999999999,University of Cincinnati
3645,adityar92,116.0,157.0,156.0,3.0,Fall - 2014,ksrctannauniversity,0.624,Syracuse University
3646,amol2389,97.0,148.0,152.0,3.5,Fall - 2012,ku,0.0,SUNY Buffalo
3647,ReddySushmithaM,100.0,152.0,163.0,4.0,Fall - 2014,ku,0.77,SUNY Buffalo
3648,sanishla,117.0,162.0,163.0,4.5,Fall - 2013,stmartinsengineeringcollegejntuhyd,0.787,University of Wisconsin Madison
3649,anirajk,112.0,152.0,160.0,4.5,Fall - 2015,kurukshetrauniversity,0.6635,University of Utah
3650,renjith118,104.0,153.0,159.0,4.5,Fall - 2014,kurukshetrauniversity,0.732,University of Utah
3651,Aswin448,88.0,152.0,160.0,3.0,Fall - 2013,kurukshetrauniversity,0.72,University of Texas Dallas
3652,kaushik229,86.0,142.0,160.0,3.0,Fall - 2012,kurukshetrauniversity,0.78,University of Texas Dallas
3653,z4zebin,89.0,150.0,160.0,3.0,Fall - 2014,tkrcollegeofengineering&technologyjntuhyderabad,0.71,University of Texas Dallas
3654,abhijeet.gautam,112.0,152.0,160.0,4.0,Fall - 2014,kurukshetrauniversity,0.8415,University of Southern California
3655,aelien,113.0,570.0,770.0,4.0,Fall - 2009,kurukshetrauniversity,0.68,University of Southern California
3656,George Thomas,98.0,148.0,159.0,3.5,Spring - 2014,thepeople\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\'suniversityofbangladesh,0.685,University of Southern California
3657,kaushik229,86.0,156.0,159.0,3.0,Fall - 2012,kurukshetrauniversity,0.78,University of Southern California
3658,prasanthnarayan,273.0,560.0,800.0,4.5,Fall - 2006,kurukshetrauniversity,0.81,University of Southern California
3659,prasanthnarayan,273.0,560.0,800.0,4.5,Fall - 2006,kurukshetrauniversity,0.81,University of Pennsylvania
3660,sandeeproy22,106.0,138.0,160.0,3.5,Fall - 2015,kurukshetrauniversity,0.728,University of North Carolina Charlotte
3661,sanishla,117.0,162.0,163.0,4.5,Fall - 2013,kurukshetrauniversity,0.787,University of Michigan Ann Arbor
3662,tedymthomas,107.0,152.0,160.0,3.0,Fall - 2013,kurukshetrauniversity,0.78,University of Massachusetts Amherst
3663,aelien,113.0,570.0,770.0,4.0,Fall - 2009,kvw,0.68,University of Illinois Chicago
3664,renjith118,104.0,156.0,157.0,4.5,Fall - 2014,ldcollegeofengineering,0.732,University of Illinois Chicago
3665,rohan514,105.0,167.0,158.0,3.0,Fall - 2015,ldcollegeofengineering,0.675,University of Illinois Chicago
3666,Aswin448,88.0,147.0,167.0,3.0,Fall - 2013,ldcollegeofengineering,0.72,University of Cincinnati
3667,abhijeet.gautam,112.0,156.0,157.0,4.0,Fall - 2014,ldcollegeofengineering,0.8415,University of California San Diego
3668,rohan514,105.0,143.0,163.0,3.0,Fall - 2015,ldrpinstituteoftechnology,0.675,University of Arizona
3669,prasanthnarayan,273.0,560.0,800.0,4.5,Fall - 2006,lakireddybalireddycollegeofengineering,0.81,Texas A and M University College Station
3670,akhilsnath,273.0,520.0,790.0,3.5,Fall - 2006,lakshminaraincollegeoftechnology,0.745,Syracuse University
3671,rohan514,105.0,167.0,158.0,3.0,Fall - 2015,lakshminaraincollegeoftechnology,0.675,Syracuse University
3672,sandeeproy22,106.0,155.0,163.0,3.5,Fall - 2015,lakshminaraincollegeoftechnology,0.728,Syracuse University
3673,abhijeet.gautam,112.0,156.0,159.0,4.0,Fall - 2014,lakshminaraincollegeoftechnology,0.8415,SUNY Stony Brook
3674,king_julien,109.0,530.0,800.0,3.5,Fall - 2011,lakshminaraincollegeoftechnology,0.79,SUNY Stony Brook
3675,vinu_46,104.0,149.0,165.0,3.0,Fall - 2013,lakshminaraincollegeoftechnology,0.79,SUNY Stony Brook
3676,aelien,113.0,570.0,770.0,4.0,Fall - 2009,ldcollegeofengineering,0.68,SUNY Buffalo
3677,patsrik2,114.0,480.0,740.0,3.5,Fall - 2014,ldengineeringgujaratuniversity,0.8220000000000001,SUNY Buffalo
3678,prasanthnarayan,273.0,138.0,154.0,4.5,Fall - 2006,ldce,0.81,SUNY Buffalo
3679,rakesh.bala,114.0,162.0,163.0,4.0,Fall - 2014,ldce,0.672,SUNY Buffalo
3680,rohan514,105.0,167.0,158.0,3.0,Fall - 2015,ldrpitr,0.675,SUNY Buffalo
3681,vinu_46,104.0,149.0,165.0,3.0,Fall - 2013,ldrpitr,0.79,SUNY Buffalo
3682,thomasantony,115.0,670.0,800.0,5.0,Fall - 2012,ljinstituteofengineeringandtechnology,0.76,Purdue University
3683,king_julien,109.0,144.0,157.0,3.5,Fall - 2011,lnct,0.79,Ohio State University Columbus
3684,soorajrajagopal,111.0,160.0,159.0,4.0,Spring - 2016,lnct,0.67,Northeastern University
3685,vinu_46,104.0,149.0,165.0,3.0,Fall - 2013,lnct,0.79,Northeastern University
3686,akhilsnath,273.0,520.0,790.0,3.5,Fall - 2006,lnct,0.745,North Carolina State University
3687,king_julien,109.0,530.0,800.0,3.5,Fall - 2011,lnct,0.79,North Carolina State University
3688,prasanthnarayan,273.0,160.0,159.0,4.5,Fall - 2006,lnct,0.81,North Carolina State University
3689,vinu_46,104.0,144.0,157.0,3.0,Fall - 2013,lnct,0.79,North Carolina State University
3690,rohan514,105.0,167.0,158.0,3.0,Fall - 2015,lnmiit,0.675,New York University
3691,ejohn,115.0,660.0,790.0,4.0,Fall - 2012,lnmiit,0.6659999999999999,Georgia Institute of Technology
3692,aelien,113.0,157.0,155.0,4.0,Fall - 2009,lokmanyatilakcollegeofengineering,0.68,George Mason University
3693,king_julien,109.0,160.0,159.0,3.5,Fall - 2011,lokmanyatilakcollegeofengineering,0.79,Columbia University
3694,akhilsnath,273.0,160.0,159.0,3.5,Fall - 2006,svitsindore,0.745,Clemson University
3695,abhijeet.gautam,112.0,157.0,155.0,4.0,Fall - 2014,svitsindore,0.8415,Carnegie Mellon University
3696,king_julien,109.0,160.0,159.0,3.5,Fall - 2011,svitsindore,0.79,Carnegie Mellon University
3697,savyasachi_kumar,106.0,157.0,155.0,3.0,Fall - 2011,svitsindore,0.0,Carnegie Mellon University
3698,abhijeet.gautam,112.0,156.0,159.0,4.0,Fall - 2014,svnitsurat,0.8415,Arizona State University
3699,George Thomas,98.0,148.0,159.0,3.5,Spring - 2014,svnitsurat,0.685,Arizona State University
3700,soorajrajagopal,111.0,157.0,165.0,4.0,Spring - 2016,svnitsurat,0.67,Arizona State University
3701,vinu_46,104.0,149.0,165.0,3.0,Fall - 2013,mhsaboosiddik,0.79,Arizona State University
3702,arbabu,111.0,158.0,168.0,4.0,Fall - 2015,msuniversity,0.7929999999999999,University of Utah
3703,kukku,113.0,158.0,166.0,4.0,Fall - 2011,msuniversityofbaroda,0.71,University of Utah
3704,roughdude,109.0,540.0,700.0,3.0,Fall - 2011,annauniversity,0.7969999999999999,University of Texas Arlington
3705,aklr43,114.0,163.0,170.0,4.0,Fall - 2014,annauniversity,0.764,University of Southern California
3706,Anand Iyer,280.0,550.0,790.0,4.5,Fall - 2006,annauniversity,0.77,University of Southern California
3707,Anand Iyer,280.0,550.0,790.0,4.5,Fall - 2006,mitaurangabad,0.77,University of Massachusetts Amherst
3708,1987frank,105.0,153.0,170.0,3.5,Spring - 2014,mitaurangabad,0.79,University of Florida
3709,davisth49,98.0,510.0,800.0,4.5,Fall - 2012,mitaurangabad,0.78,University of Florida
3710,roughdude,109.0,540.0,700.0,3.0,Fall - 2011,msu,0.7969999999999999,University of Colorado Boulder
3711,ben123,104.0,156.0,166.0,4.0,Fall - 2011,msuniversityofbaroda,0.99,University of Cincinnati
3712,kriskiran,103.0,156.0,166.0,3.0,Fall - 2013,msuniversityofbaroda,0.769,University of Cincinnati
3713,roughdude,109.0,156.0,166.0,3.0,Fall - 2011,msuniversityofbaroda,0.7969999999999999,University of Cincinnati
3714,kukku,113.0,730.0,770.0,4.0,Fall - 2011,mvsrengineeringcollege,0.71,University of Arizona
3715,manu tom,104.0,540.0,780.0,3.0,Fall - 2013,mvsrengineeringcollege,0.7849999999999999,University of Arizona
3716,arbabu,111.0,158.0,168.0,4.0,Fall - 2015,mvsrengineeringcollege,0.7929999999999999,SUNY Stony Brook
3717,davisth49,98.0,510.0,800.0,4.5,Fall - 2012,mvsrengineeringcollege,0.78,SUNY Stony Brook
3718,davisth49,98.0,510.0,800.0,4.5,Fall - 2012,mvsrengineeringcollege,0.78,SUNY Buffalo
3719,davisth49,98.0,152.0,163.0,4.5,Fall - 2012,mvsrengineeringcollege,0.78,Ohio State University Columbus
3720,kukku,113.0,730.0,770.0,4.0,Fall - 2011,maamallan,0.71,Northeastern University
3721,aklr43,114.0,156.0,161.0,4.0,Fall - 2014,madhavinstituteoftechnology&sciencegwalior,0.764,North Carolina State University
3722,arbabu,111.0,156.0,161.0,4.0,Fall - 2015,madhavinstituteoftechnology&sciencegwalior,0.7929999999999999,North Carolina State University
3723,davisth49,98.0,510.0,800.0,4.5,Fall - 2012,madrasinstituteoftechnology,0.78,North Carolina State University
3724,kukku,113.0,156.0,166.0,4.0,Fall - 2011,madrasinstituteoftechnology,0.71,North Carolina State University
3725,syamprasadkr,109.0,161.0,168.0,4.0,Fall - 2015,madrasinstituteoftechnology,0.8290000000000001,North Carolina State University
3726,syamprasadkr,109.0,164.0,166.0,4.0,Fall - 2015,madrasinstituteoftechnology,0.8290000000000001,New York University
3727,bijoys,101.0,170.0,142.0,3.5,Fall - 2013,madrasinstituteoftechnology,0.73,Georgia Institute of Technology
3728,tuxerman,119.0,164.0,166.0,5.0,Fall - 2013,madrasinstituteoftechnology,0.85,Georgia Institute of Technology
3729,wazza,104.0,143.0,159.0,3.5,Fall - 2011,madrasinstituteoftechnology,0.725,Clemson University
3730,1987frank,105.0,153.0,170.0,3.5,Spring - 2014,madrasinstituteoftechnology,0.79,Arizona State University
3731,davisth49,98.0,510.0,800.0,4.5,Fall - 2012,madrasinstituteoftechnology,0.78,Arizona State University
3732,gs91,106.0,152.0,160.0,3.5,Fall - 2012,madrasinstituteoftechnology,0.77,Arizona State University
3733,kriskiran,103.0,152.0,163.0,3.0,Fall - 2013,madrasinstituteoftechnology,0.769,Arizona State University
3734,pviv86,102.0,143.0,166.0,3.0,Fall - 2011,madrasinstituteoftechnology,0.73,Arizona State University
3735,roughdude,109.0,540.0,700.0,3.0,Fall - 2011,madrasinstituteoftechnology,0.7969999999999999,Arizona State University
3736,wazza,104.0,660.0,800.0,3.5,Fall - 2011,madrasinstituteoftechnology,0.725,Arizona State University
3737,DHRUV PARMAR,83.0,158.0,161.0,3.0,Fall - 2012,madrasinstituteoftechnology,0.0,Wayne State University
3738,abhi-nihilist,102.0,150.0,166.0,3.0,Spring - 2015,madrasinstituteoftechnology,0.8029999999999999,Virginia Polytechnic Institute and State University
3739,bharatv90,114.0,152.0,157.0,5.0,Fall - 2013,madrasinstituteoftechnology,0.7879999999999999,Virginia Polytechnic Institute and State University
3740,jcharthal99@gmail.com,95.0,142.0,306.0,3.5,Fall - 2015,madrasinstituteoftechnology,0.8690000000000001,Virginia Polytechnic Institute and State University
3741,omkar91,109.0,156.0,156.0,3.0,Spring - 2014,madrasinstituteoftechnology,0.8869999999999999,Virginia Polytechnic Institute and State University
3742,abhishekjoshi,117.0,164.0,164.0,5.5,Fall - 2015,madrasinstituteoftechnology,0.957,University of Wisconsin Madison
3743,bhagyko,113.0,165.0,166.0,3.5,Fall - 2013,madrasinstituteoftechnology,0.95,University of Wisconsin Madison
3744,bharatv90,114.0,640.0,800.0,5.0,Fall - 2013,madrasinstituteoftechnology,0.7879999999999999,University of Wisconsin Madison
3745,rahulbajpai,110.0,156.0,164.0,4.0,Spring - 2012,madrasinstituteoftechnology,0.6970000000000001,University of Wisconsin Madison
3746,yoyoman,115.0,156.0,166.0,4.5,Fall - 2011,madrasinstituteoftechnology,0.799,University of Wisconsin Madison
3747,kaustubh15,98.0,151.0,163.0,5.0,Fall - 2012,madrasinstituteoftechnology,0.8420000000000001,University of Utah
3748,rgc183,88.0,156.0,164.0,3.0,Fall - 2013,madrasinstituteoftechnology,0.7809999999999999,University of Utah
3749,usaaspirant,101.0,550.0,790.0,4.0,Fall - 2012,madrasinstituteoftechnology,0.748,University of Utah
3750,hanumantgorade,96.0,164.0,164.0,3.5,Fall - 2015,madrasinstituteoftechnology,0.9009999999999999,University of Texas Dallas
3751,mukulj,103.0,161.0,167.0,3.0,Fall - 2014,madrasinstituteoftechnology,0.938,University of Texas Dallas
3752,ravi10,90.0,550.0,790.0,2.5,Fall - 2011,madrasinstituteoftechnology,0.73,University of Texas Dallas
